,Date,User,Tweet
0,2023-03-27 19:59:32+00:00,produbancoec,"@LuisGabi_no Hola 😄, es gratis!

Para poder abrir tu cuenta be Produbanco es muy fácil, solo debes ser mayor de edad y tener tu cédula actualizada, descargas la app “be Produbanco” y listo, sin costo ni depósito inicial te entregamos una tarjeta de débito internacional totalmente gratis."
1,2023-03-21 15:35:36+00:00,produbancoec,https://t.co/OUAOMbcbUN
2,2023-03-20 17:33:33+00:00,produbancoec,https://t.co/pqz8VyzuU3
3,2023-03-20 12:56:02+00:00,produbancoec,"@maxlascano Buenos días,

Lamentamos mucho leer lo sucedido.

Queremos conocer más detalles, por favor déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
4,2023-03-15 22:38:26+00:00,produbancoec,https://t.co/MLs33XqcmO
5,2023-03-13 05:53:52+00:00,produbancoec,"@AdrielBeltran7 Hola, es la misma campaña para ambas cuentas, y habrán ganadores en ambas!"
6,2023-03-08 22:41:42+00:00,produbancoec,"Este día conmemoramos a todas las mujeres que son coraje, fortaleza, corazón y dedicación, inteligencia y poder. #8M https://t.co/7BGua7qNzd"
7,2023-03-03 23:30:47+00:00,produbancoec,"@warc2001 Hola, para abrir tu cuenta Produbanco es muy fácil, solo debes descargar la app “Produbanco”, y seleccionar “Nueva Cuenta” y listo. 😉."
8,2023-03-01 14:09:00+00:00,produbancoec,https://t.co/ccQZLiBk7A
9,2023-02-15 13:57:30+00:00,produbancoec,https://t.co/yNzLWkpP2m
10,2023-02-03 14:19:20+00:00,produbancoec,https://t.co/1tl1Z9fUuB
11,2023-01-27 22:03:48+00:00,produbancoec,"@raulstorresn Buenas tardes, informamos que el día de ayer por la noche se soluciono la intermitencia en nuestros canales de atención, por lo que todos nuestros servicios se encuentran habilitados. 

Disculpas por las molestias ocasionadas."
12,2023-01-26 22:47:33+00:00,produbancoec,https://t.co/UV2NHcMOaS
13,2023-01-15 14:00:00+00:00,produbancoec,https://t.co/9JJaMUdAW3
14,2023-01-12 18:46:12+00:00,produbancoec,@sebas_orozcoc @BancoGuayaquil @BancoPacificoEC Estamos para ayudarte! 💪💚🚀
15,2023-01-09 16:23:29+00:00,produbancoec,"@zilvy Buenos días,

Lamentamos mucho leer lo sucedido.

Por favor déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte.
¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
16,2023-01-09 16:23:15+00:00,produbancoec,"@zilvy Buenos días,

Lamentamos mucho leer lo sucedido.

Por favor déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte.
¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
17,2023-01-09 16:23:00+00:00,produbancoec,"@AndreaNewMom Buenos días,

Lamentamos mucho leer lo sucedido.

Por favor déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte.
¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
18,2023-01-05 21:21:08+00:00,produbancoec,"@DioneReborn Buenas tardes,

Lamentamos el inconveniente.

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.
¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
19,2023-01-05 21:19:25+00:00,produbancoec,"@Taty_Are_C Buenas tardes,

Lamentamos el inconveniente.

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.
¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
20,2023-01-05 20:52:43+00:00,produbancoec,"@Dama_2103 Buenas tardes,

Efectivamente, en el siguiente enlace podrás descargar nuestra aplicación en la cual puedes solicitar tu Cuenta Digital sin depósito inicial y te entregamos la tarjeta de débito en tu domicilio o trabajo. 
https://t.co/lkxnYXmbeQ

¡Produbanco te ayuda!"
21,2023-01-05 20:49:39+00:00,produbancoec,"@DonBuendia_ Buenas tardes,

Lamentamos mucho leer lo sucedido.

Por favor déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte.
¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
22,2023-01-05 19:58:09+00:00,produbancoec,"@andybumore Buenas tardes,

Por favor queremos conocer más detalles de lo ocurrido, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte.
¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
23,2023-01-01 14:00:32+00:00,produbancoec,https://t.co/khRAIIRt8F
