,Date,User,Tweet
0,2020-12-30 21:39:47+00:00,BancoPacificoEC,"@Dr_Beto84 Hola buenas tardes Roberto, te ofrecemos disculpas por el malestar generado. Te hemos escrito por interno. YE"
1,2020-12-30 20:33:04+00:00,BancoPacificoEC,"@indiraarmijos @policentroECU Hola buenas tardes Indira, gracias por la sugerencia, la misma será enviada al área encargada para que tome los correctivos necesarios. YE"
2,2020-12-30 19:52:23+00:00,BancoPacificoEC,"@LuifinoFonseca Hola buenas tardes Luis, detállanos mayor información por interno para poder verificar. YE"
3,2020-12-30 18:44:51+00:00,BancoPacificoEC,"@JFcoHerrera Hola buenas tardes Jose, indícanos por interno que error le refleja al momento de ingresar al sistema. YE"
4,2020-12-30 16:52:03+00:00,BancoPacificoEC,"@cando_paty Hola buenos días Paty, escríbenos por interno tus datos para poder verificar tu requerimiento. YE"
5,2020-12-30 16:19:24+00:00,BancoPacificoEC,"@lizzierm88 Hola buenos días Liz, escríbenos por interno el inconveniente que posee con el ingreso a intermático. YE"
6,2020-12-30 15:35:22+00:00,BancoPacificoEC,"@isabelr66401775 Hola buenos días, Isabel te hemos escrito por interno para poderte asistir con tu requerimiento. YE"
7,2020-12-30 14:47:32+00:00,BancoPacificoEC,"@josemdefreitas Hola buenos días Jose, te hemos escrito por interno. YE"
8,2020-12-30 14:02:49+00:00,BancoPacificoEC,"@MaryGuerrero79 Hola buenos dìas Marecela, escrìbenos por interno tus datos para poder verificar. YE"
9,2020-12-30 03:09:40+00:00,BancoPacificoEC,@nissenieto Es un gusto atenderte. AF°
10,2020-12-30 03:08:20+00:00,BancoPacificoEC,"@nissenieto Te notificamos que, tu requerimiento fue atendido por interno. AF°"
11,2020-12-30 02:48:49+00:00,BancoPacificoEC,"@nissenieto Hola buenas noches, te informamos que estamos verificando tu caso por interno. AF°"
12,2020-12-30 02:11:25+00:00,BancoPacificoEC,"@MonicaSchoen1 Hola Monica buenas noches, indícanos por favor tu requerimiento por interno para poderte asistir en la brevedad posible. AF°"
13,2020-12-30 02:08:22+00:00,BancoPacificoEC,"@cotitacaa Hola Janeth buenas noches, indícanos por favor tus datos por interno para poder verificar tu caso. AF°"
14,2020-12-29 21:27:59+00:00,BancoPacificoEC,"@FernandoCalle82 @superbancosEC @DefPublicaEC Hola buenas tardes Fernando, nos encontramos al pendiente de su reclamo, solicitando una resolución a la brevedad posible. YE"
15,2020-12-29 21:18:38+00:00,BancoPacificoEC,@DanROM2009 Comprendemos estimado y te ofrecemos disculpas por al malestar generado. YE
16,2020-12-29 21:15:13+00:00,BancoPacificoEC,"@DanROM2009 Hola buenas tardes Daniel, reportaremos el inconveniente al área encargada para que tome los correctivos necesarios. YE"
17,2020-12-29 20:44:34+00:00,BancoPacificoEC,@Yaselirm Y escoger en la opción COMÚNICATE CON NOSOTROS. YE
18,2020-12-29 20:44:25+00:00,BancoPacificoEC,"@Yaselirm Hola buenas tardes Yaseli, para solicitar la clave de activación de la aplicación Pacificid debe comunicarse al 043731500 opción 9 y luego 2 o puede comunicarse a través de Skype. Deberá tener la aplicación descargada, luego ingresar a https://t.co/FZSLZZS2d8"
19,2020-12-29 20:30:28+00:00,BancoPacificoEC,"@ozambranod Hola buenas tardes Oskary, detállanos por interno que inconveniente posee al momento de registrar la cuenta. YE"
20,2020-12-29 17:01:03+00:00,BancoPacificoEC,"@YuceOrtiz Hola buenas tardes Yuce, escríbenos por interno tu requerimiento para poderte asistir. YE"
21,2020-12-29 16:35:07+00:00,BancoPacificoEC,"@RenatoFdA @DEFENSORIAEC Hola buenos días Renato, detállanos mayor información por interno de lo que le mencionaron, ya que el banco no otorga dicha tarjeta con un débito de $12.00. YE"
22,2020-12-29 13:58:28+00:00,BancoPacificoEC,"@MadrugadoraMd2 Hola buenos días estimada, ecríbenos por interno para poder verificar el inconveniente. YE"
23,2020-12-29 13:29:24+00:00,BancoPacificoEC,"@armandoaguiilar Hola buenos días Armando, te hemos escrito por interno. YE"
24,2020-12-29 02:34:10+00:00,BancoPacificoEC,"@mgvegaaa @ClaroEcua Hola buenas noches, te hemos contactado por interno para poderte asesorar. AF°"
25,2020-12-28 23:08:01+00:00,BancoPacificoEC,"@ariiannamv Hola Arianna buenas tardes, te hemos contactado por interno para poder verificar tu caso. AF°"
26,2020-12-28 22:48:42+00:00,BancoPacificoEC,"@KelvinPaulC @PacifiCard @DenunciasEcuad3 Kevin, como se te mencionó por interno tu caso se encuentra en revisión; adicional a esto, el tiempo de resolución del reclamo es por lo que se realiza la respectiva investigación con la marca internacional. AF°"
27,2020-12-28 22:31:35+00:00,BancoPacificoEC,"@carla_gallardog Hola Carla buenas tardes, a continuación, te indicamos los horarios de atención. AF°
• Miércoles 30: se laborará de manera normal en las agencias y Centros Comerciales. 
• Jueves 31 y viernes 01: No hay atención. 
• Sábado: 02: horario diferido en CC. (10:00 a 14:00)."
28,2020-12-28 22:15:17+00:00,BancoPacificoEC,"@KelvinPaulC @PacifiCard Kelvin, nos encontramos verificando tu caso por interno. AF°"
29,2020-12-28 22:12:45+00:00,BancoPacificoEC,"@albo75 Hola buenas tardes, te hemos contactado por interno para poder validar tu caso en la brevedad posible. AF°"
