,Date,User,Tweet
0,2022-12-30 21:45:14+00:00,BancoPichincha,"@Irlanda_79 ¡Buen día! Nos gustaría poder ayudarle con su caso. Por favor, escríbanos por mensaje privado el detalle de lo ocurrido y sus datos completos (nombres, cédula de identidad, teléfono, correo electrónico y ciudad de residencia).
Saludos"
1,2022-12-30 21:20:33+00:00,BancoPichincha,"@BryanMendozaEc ¡Buen día! Hemos leído su caso con detenimiento. Primero, permítanos disculparnos por las molestias. Nos encantaría poder ayudarle para lo que necesitaríamos que, por favor, nos envíe por mensaje privado sus datos completos (nombres, cédula, teléfono, email y ciudad) .
Saludos"
2,2022-12-30 16:21:17+00:00,BancoPichincha,"@dapu_93 ¡Buen día! Este valor será devuelto a su cuenta máximo hasta el siguiente día hábil de efectuado el consumo o el retiro en el exterior. En caso de superarlo, el cobro implica el cumplimiento de su obligación tributaria.
Saludos."
3,2022-12-30 14:37:30+00:00,BancoPichincha,"Gracias a ti, este 2022 ha sido inolvidable, y como no es lo mismo contarlo que vivirlo, tenemos un resumen con los mejores momentos en @Twitter. 🤩
Contigo, siempre estamos en confianza. 💛
Nos vemos en 2023. 😜
#FelizAñoNuevo 💫 https://t.co/xzl4XS7hL4"
4,2022-12-30 12:24:58+00:00,BancoPichincha,"@pauli_ocles1723 Buen día! Para poder gestionar lo que comenta, necesitaríamos que nos envíe detalles de lo sucedido por mensaje privado. Saludos"
5,2022-12-29 19:49:06+00:00,BancoPichincha,"@mayavy1982 ¡Buen día! Al momento, nuestro sistema está operativo. Le agradecemos su paciencia y comprensión. Saludos"
6,2022-12-29 19:40:35+00:00,BancoPichincha,"@braugahi @superbancosEC ¡Buen día! Estamos aquí para ayudarle. Por favor, detállenos su caso para poder atenderle en el menor tiempo posible. Saludos"
7,2022-12-29 19:39:22+00:00,BancoPichincha,"@juniorandres93 ¡Buen día! Gracias por escribirnos. Las sugerencias de nuestros clientes siempre son bienvenidas y nos ayudan a mejorar nuestro servicio. Haremos llegar la suya al departamento encargado para que la analicen y decidan si es factible hacerla realidad.
Saludos"
8,2022-12-29 19:38:38+00:00,BancoPichincha,"@anygaby89 ¡Buen día! El sábado 31 de diciembre y el lunes 02 de enero las agencias permanecerán cerradas. Recuerde que puede hacer sus transacciones a través de nuestros cajeros automáticos, puntos Mi Vecino y canales digitales Banca Web, Banca Móvil y Deuna! Saludos"
9,2022-12-29 11:10:57+00:00,BancoPichincha,"@mayavy1982 ¡Buen día! Por favor, escríbanos por mensaje privado el detalle de lo ocurrido y los datos completos del titular de la cuenta (nombres, cédula de identidad, teléfono, correo electrónico y ciudad de residencia).
Saludos"
10,2022-12-28 23:10:43+00:00,BancoPichincha,"@GustavoZonaNort ¡Buen día! Nos gustaría poder ayudarle con su caso. Por favor, escríbanos por mensaje privado el detalle de lo ocurrido y sus datos completos (nombres, cédula de identidad, teléfono, correo electrónico y ciudad de residencia).
Saludos"
