,Date,User,Tweet
0,2021-12-28 16:46:26+00:00,produbancoec,"@Thalia_MJ Buenos días, cuéntanos ¿en qué te podemos ayudar? 

¡Saludos!"
1,2021-12-24 15:52:04+00:00,produbancoec,"Produbanco te invita a vivir una Navidad Verde 🌱, un regalo para nuestro planeta y para tu corazón🌎. Recuerda, lo más valioso no llega envuelto en un papel desechable, llega de manera natural y permanece para siempre💚. ¡Felices Fiestas💫! https://t.co/JIgcQSuE32"
2,2021-12-22 13:54:04+00:00,produbancoec,"Ponemos en conocimiento los horarios de atención del feriado del 24, 25 y 31 de Diciembre de agencias Produbanco. 
Consulta agencias Produbanco aquí: https://t.co/ENMspMpkem https://t.co/9vBOMrzu2b"
3,2021-12-20 22:56:09+00:00,produbancoec,"@vanemenoscal @supeergabs @DEFENSORIAEC Buenas tardes,
Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
4,2021-12-20 21:17:12+00:00,produbancoec,"@E_Yrigoyen Buenas tardes,

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
5,2021-12-20 17:12:51+00:00,produbancoec,"@vanemenoscal @superbancosEC Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
6,2021-12-20 17:12:32+00:00,produbancoec,"@vanemenoscal Buenos días. 

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
7,2021-12-20 17:04:01+00:00,produbancoec,"@E_Yrigoyen Buenos días. 

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
8,2021-12-20 16:29:20+00:00,produbancoec,"@Galeins007 @DEFENSORIAEC Buenos días. 

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
9,2021-12-17 20:09:32+00:00,produbancoec,"@IvonneB18930408 Buenas tardes, disculpa la demora

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
10,2021-12-17 19:13:13+00:00,produbancoec,"@JaimeGDS @jjlainez @beProdubanco Buenas tardes, disculpa la demora

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
11,2021-12-17 19:11:55+00:00,produbancoec,"@katty_elizabeth Buenas tardes,

Muchas gracias por escribirnos y por tu sugerencia
¡Disculpas por todas las molestias ocasionadas!

Saludos,"
12,2021-12-17 19:11:11+00:00,produbancoec,"@LuisCortezHi @jjlainez @beProdubanco Buenas tardes, disculpa la demora

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
13,2021-12-17 18:50:03+00:00,produbancoec,"@VladKamus Buenas tardes, 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
14,2021-12-17 17:45:02+00:00,produbancoec,"@jjlainez @beProdubanco Buenos días. 

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
15,2021-12-17 17:42:43+00:00,produbancoec,"@jjlainez Buenos días. 

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
16,2021-12-16 17:56:23+00:00,produbancoec,"@luisfelipeec @pattylumorales @Equivida @pabelml @lineaduraec @radio_pichincha @alexismoncayo @superbancosEC @ramirodiez Buenos días. 

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
17,2021-12-16 17:51:51+00:00,produbancoec,"@pattylumorales @Equivida Buenos días. 

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
18,2021-12-15 21:33:20+00:00,produbancoec,"@KarenSanchz_ @RegistroCivilec @BancoPacificoEC Buenos días. 

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
19,2021-12-14 16:20:55+00:00,produbancoec,"@feliciansanchez Buenos días, en el siguiente enlace encontrarás información y requisitos para cuenta corriente, con gusto te atenderemos en cualquier agencia.

https://t.co/kCKQZaceA5
 
Saludos,"
20,2021-12-14 15:55:12+00:00,produbancoec,"@DCliente @BancoPichincha @superbancosEC Buenos días. 

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
21,2021-12-14 15:44:56+00:00,produbancoec,"@EfrenAvilesM Buenos días. 

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
22,2021-12-14 15:30:45+00:00,produbancoec,"@Mferecu Buenos días. 

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
23,2021-12-14 01:34:48+00:00,produbancoec,"@MajuMite @MajuMite  disculpa la demora, espero la información adjunta te sea útil para futuras inquietudes. 

En el siguiente enlace encontrarás nuestros horarios de atención y dirección de nuestras agencias Produbanco.

https://t.co/yKoMdk20hD 

Saludos,"
24,2021-12-09 15:55:57+00:00,produbancoec,"@jpdavilal Buenos días. 

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
25,2021-12-09 15:54:20+00:00,produbancoec,"@jpdavilal Buenos días. 

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
26,2021-12-08 19:33:33+00:00,produbancoec,"@JORGEAN52540380 Hola Jorge, 

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
27,2021-12-07 17:52:02+00:00,produbancoec,"@xjose97x Buenos días José

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
28,2021-12-07 15:04:40+00:00,produbancoec,"@ElLocoqueamaa @JcoSubs Buenos días. 

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
29,2021-12-07 14:19:52+00:00,produbancoec,"@borisarvaings Buenos días. 

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
30,2021-12-04 15:27:23+00:00,produbancoec,"Ponemos en conocimiento los horarios de atención del feriado del 6 de Diciembre de agencias Produbanco. 
Consulta agencias Produbanco aquí: https://t.co/0a1ZhA7zkx https://t.co/20k9Njhifd"
31,2021-12-04 00:03:44+00:00,produbancoec,"@Mferecu Hola Mafer,

Lamentamos mucho leer lo sucedido. 

Por favor, déjanos tus datos por interno (C.I., celular, nombres y correo) para que un asesor te contacte y te ayude a solventar tu requerimiento.

¡Disculpas por todas las molestias ocasionadas!

¡Saludos!"
